Date, Open, High, Low, Close
06/15/10, 2256.48, 2307.98, 2256.44, 2305.88
06/14/10, 2263.66, 2278.96, 2242.00, 2243.96
06/11/10, 2199.40, 2243.60, 2196.72, 2243.60
06/10/10, 2188.71, 2219.65, 2185.98, 2218.71
06/09/10, 2184.78, 2208.65, 2152.67, 2158.85
06/08/10, 2176.07, 2183.10, 2139.46, 2170.57
06/07/10, 2226.60, 2232.89, 2172.25, 2173.90
06/04/10, 2257.05, 2278.58, 2212.30, 2219.17
06/03/10, 2285.76, 2307.47, 2274.88, 2303.03
06/02/10, 2234.59, 2281.07, 2221.07, 2281.07
06/01/10, 2244.79, 2277.39, 2220.89, 2222.33
05/28/10, 2275.19, 2277.10, 2241.52, 2257.04
05/27/10, 2244.82, 2278.37, 2239.72, 2277.68
05/26/10, 2226.24, 2257.33, 2190.44, 2195.88
05/25/10, 2157.45, 2211.94, 2140.53, 2210.95
05/24/10, 2220.60, 2244.67, 2212.37, 2213.55
05/21/10, 2169.58, 2243.00, 2164.85, 2229.04
05/20/10, 2245.56, 2253.04, 2203.50, 2204.01
05/19/10, 2307.78, 2324.99, 2270.62, 2298.37
05/18/10, 2372.84, 2374.91, 2309.22, 2317.26
05/17/10, 2352.77, 2364.65, 2304.28, 2354.23
05/14/10, 2373.88, 2377.09, 2323.63, 2346.85
05/13/10, 2416.36, 2434.29, 2387.59, 2394.36
05/12/10, 2388.64, 2426.47, 2384.69, 2425.02
05/11/10, 2347.70, 2405.26, 2345.50, 2375.31
05/10/10, 2365.97, 2379.87, 2349.40, 2374.67
05/07/10, 2308.71, 2330.65, 2228.06, 2265.64
05/06/10, 2391.21, 2407.79, 2185.75, 2319.64
05/05/10, 2395.21, 2421.05, 2382.07, 2402.29
05/04/10, 2465.55, 2468.45, 2411.28, 2424.25
05/03/10, 2472.32, 2503.00, 2472.32, 2498.74
04/30/10, 2509.99, 2515.28, 2461.09, 2461.19
04/29/10, 2487.33, 2513.69, 2483.50, 2511.92
04/28/10, 2483.03, 2484.15, 2456.63, 2471.73
04/27/10, 2512.58, 2525.70, 2466.53, 2471.47
04/26/10, 2529.85, 2535.28, 2521.51, 2522.95
04/23/10, 2514.85, 2530.15, 2507.60, 2530.15
04/22/10, 2483.52, 2521.02, 2468.26, 2519.07
04/21/10, 2506.61, 2510.50, 2490.19, 2504.61
04/20/10, 2492.72, 2501.25, 2480.70, 2500.31
04/19/10, 2477.80, 2487.67, 2451.72, 2480.11
04/16/10, 2505.38, 2510.06, 2467.68, 2481.26
04/15/10, 2503.41, 2517.82, 2502.51, 2515.69
04/14/10, 2481.80, 2504.86, 2480.39, 2504.86
04/13/10, 2454.95, 2467.94, 2445.26, 2465.99
04/12/10, 2455.40, 2463.17, 2450.15, 2457.87
04/09/10, 2441.31, 2454.12, 2432.93, 2454.05
04/08/10, 2423.99, 2441.12, 2413.74, 2436.81
04/07/10, 2433.10, 2442.27, 2418.73, 2431.16
04/06/10, 2420.33, 2443.50, 2417.77, 2436.81
04/05/10, 2409.48, 2429.61, 2403.88, 2429.53
04/01/10, 2411.68, 2423.43, 2383.77, 2402.58
03/31/10, 2402.98, 2415.44, 2395.34, 2397.96
03/30/10, 2406.69, 2417.36, 2395.80, 2410.69
03/29/10, 2403.77, 2411.18, 2398.40, 2404.36
03/26/10, 2406.73, 2412.92, 2384.69, 2395.13
03/25/10, 2415.24, 2432.25, 2397.36, 2397.41
03/24/10, 2406.72, 2408.64, 2396.92, 2398.76
03/23/10, 2397.90, 2416.51, 2390.04, 2415.24
03/22/10, 2360.35, 2401.21, 2358.00, 2395.40
03/19/10, 2391.20, 2403.57, 2364.53, 2374.41
03/18/10, 2387.54, 2393.87, 2383.26, 2391.28
03/17/10, 2381.65, 2400.09, 2381.47, 2389.09
03/16/10, 2367.32, 2378.84, 2360.67, 2378.01
03/15/10, 2361.92, 2367.40, 2345.99, 2362.21
03/12/10, 2376.07, 2376.78, 2358.08, 2367.66
03/11/10, 2351.11, 2368.46, 2347.53, 2368.46
03/10/10, 2340.95, 2361.66, 2340.69, 2358.95
03/09/10, 2325.78, 2353.07, 2325.31, 2340.68
03/08/10, 2326.25, 2335.43, 2326.11, 2332.21
03/05/10, 2304.01, 2327.03, 2301.10, 2326.35
03/04/10, 2282.57, 2293.16, 2273.63, 2292.31
03/03/10, 2284.82, 2293.32, 2275.25, 2280.68
03/02/10, 2279.07, 2292.49, 2275.35, 2280.79
03/01/10, 2247.40, 2274.02, 2247.33, 2273.57
02/26/10, 2234.44, 2242.83, 2222.23, 2238.26
02/25/10, 2208.62, 2236.21, 2198.73, 2234.22
02/24/10, 2222.40, 2241.69, 2221.28, 2235.90
02/23/10, 2238.01, 2239.80, 2205.70, 2213.44
02/22/10, 2250.92, 2251.68, 2235.65, 2242.03
02/19/10, 2233.33, 2249.80, 2228.93, 2243.87
02/18/10, 2223.22, 2243.50, 2221.14, 2241.71
02/17/10, 2222.87, 2226.32, 2212.78, 2226.29
02/16/10, 2200.38, 2214.19, 2189.18, 2214.19
02/12/10, 2157.69, 2184.57, 2151.99, 2183.53
02/11/10, 2145.09, 2179.54, 2134.14, 2177.41
02/10/10, 2147.46, 2156.36, 2131.08, 2147.87
02/09/10, 2153.10, 2166.16, 2132.58, 2150.87
02/08/10, 2140.10, 2152.64, 2125.11, 2126.05
02/05/10, 2131.92, 2142.27, 2100.17, 2141.12
02/04/10, 2176.39, 2178.25, 2125.43, 2125.43
02/03/10, 2181.01, 2194.53, 2176.75, 2190.91
02/02/10, 2171.66, 2193.66, 2161.47, 2190.06
02/01/10, 2155.81, 2171.20, 2152.26, 2171.20
01/29/10, 2198.26, 2202.84, 2140.34, 2147.35
01/28/10, 2220.31, 2221.63, 2166.90, 2179.00
01/27/10, 2200.30, 2225.67, 2192.59, 2221.41
01/26/10, 2203.44, 2227.89, 2195.44, 2203.73
01/25/10, 2220.29, 2223.22, 2201.17, 2210.80
01/22/10, 2255.76, 2262.27, 2200.37, 2205.29
01/21/10, 2298.23, 2308.98, 2259.82, 2265.70
01/20/10, 2304.31, 2304.67, 2268.68, 2291.25
01/19/10, 2291.02, 2320.40, 2289.95, 2320.40
01/15/10, 2316.98, 2328.27, 2279.20, 2287.99
01/14/10, 2303.31, 2322.56, 2302.11, 2316.74
01/13/10, 2289.46, 2313.03, 2274.12, 2307.90
01/12/10, 2297.28, 2299.59, 2272.70, 2282.31
01/11/10, 2324.78, 2326.28, 2302.21, 2312.41
01/08/10, 2292.24, 2317.60, 2290.61, 2317.17
01/07/10, 2298.09, 2301.30, 2285.22, 2300.05
01/06/10, 2307.71, 2314.07, 2295.68, 2301.09
01/05/10, 2307.27, 2313.73, 2295.62, 2308.71
01/04/10, 2294.41, 2311.15, 2291.90, 2308.42
12/31/09, 2292.92, 2293.71, 2269.11, 2269.15
12/30/09, 2284.56, 2293.02, 2279.00, 2291.28
12/29/09, 2293.94, 2295.61, 2286.57, 2288.40
12/28/09, 2290.04, 2295.80, 2280.56, 2291.08
12/24/09, 2273.95, 2285.89, 2273.40, 2285.69
12/23/09, 2257.21, 2271.33, 2253.67, 2269.64
12/22/09, 2242.61, 2253.73, 2241.33, 2252.67
12/21/09, 2224.04, 2242.22, 2222.56, 2237.66
12/18/09, 2197.57, 2213.18, 2190.69, 2211.69
12/17/09, 2193.50, 2198.51, 2178.05, 2180.05
12/16/09, 2210.35, 2220.46, 2203.33, 2206.91
12/15/09, 2203.54, 2217.63, 2197.76, 2201.05
12/14/09, 2202.31, 2212.56, 2193.20, 2212.10
12/11/09, 2200.96, 2202.40, 2179.51, 2190.31
12/10/09, 2194.90, 2202.84, 2187.08, 2190.86
12/09/09, 2170.02, 2185.70, 2155.96, 2183.73
12/08/09, 2174.72, 2187.19, 2160.43, 2172.99
12/07/09, 2191.35, 2201.42, 2183.13, 2189.61
12/04/09, 2203.75, 2214.39, 2169.66, 2194.35
12/03/09, 2190.42, 2203.75, 2172.04, 2173.14
12/02/09, 2178.51, 2198.55, 2177.82, 2185.03
12/01/09, 2162.23, 2182.24, 2162.23, 2175.81
11/30/09, 2135.93, 2146.93, 2120.70, 2144.60
11/27/09, 2115.96, 2155.41, 2113.99, 2138.44
11/25/09, 2174.00, 2178.62, 2170.06, 2176.05
11/24/09, 2174.69, 2175.15, 2155.22, 2169.18
11/23/09, 2168.95, 2189.50, 2168.77, 2176.01
11/20/09, 2145.07, 2150.08, 2137.06, 2146.04
11/19/09, 2176.37, 2176.51, 2141.59, 2156.82
11/18/09, 2199.87, 2200.15, 2180.17, 2193.14
11/17/09, 2190.12, 2203.78, 2185.55, 2203.78
11/16/09, 2177.31, 2205.32, 2177.00, 2197.85
11/13/09, 2156.68, 2172.05, 2145.92, 2167.88
11/12/09, 2166.98, 2179.19, 2145.83, 2149.02
11/11/09, 2166.53, 2177.91, 2155.25, 2166.90
11/10/09, 2147.24, 2160.64, 2141.27, 2151.08
11/09/09, 2128.46, 2154.06, 2128.15, 2154.06
11/06/09, 2089.49, 2117.62, 2088.24, 2112.44
11/05/09, 2078.83, 2105.32, 2075.61, 2105.32
11/04/09, 2067.56, 2081.10, 2053.00, 2055.52
11/03/09, 2034.09, 2057.32, 2031.25, 2057.32
11/02/09, 2047.42, 2069.49, 2024.27, 2049.20
10/30/09, 2091.56, 2095.09, 2040.21, 2045.11
10/29/09, 2077.04, 2101.33, 2071.30, 2097.55
10/28/09, 2103.36, 2111.84, 2057.40, 2059.61
10/27/09, 2144.15, 2148.88, 2110.91, 2116.09
10/26/09, 2158.81, 2183.61, 2136.92, 2141.85
10/23/09, 2186.64, 2190.48, 2149.35, 2154.47
10/22/09, 2146.72, 2169.17, 2130.70, 2165.29
10/21/09, 2160.78, 2190.64, 2148.41, 2150.73
10/20/09, 2180.43, 2181.16, 2151.77, 2163.47
10/19/09, 2162.41, 2180.11, 2150.42, 2176.32
10/16/09, 2164.73, 2164.73, 2142.88, 2156.80
10/15/09, 2164.33, 2173.29, 2158.29, 2173.29
10/14/09, 2165.83, 2173.95, 2157.48, 2172.23
10/13/09, 2138.70, 2146.35, 2128.44, 2139.89
10/12/09, 2145.63, 2155.92, 2128.39, 2139.14
10/09/09, 2120.00, 2139.62, 2118.04, 2139.28
10/08/09, 2124.69, 2139.65, 2116.06, 2123.93
10/07/09, 2099.06, 2110.33, 2095.94, 2110.33
10/06/09, 2080.40, 2111.13, 2079.49, 2103.57
10/05/09, 2056.52, 2074.78, 2049.04, 2068.15
10/02/09, 2040.84, 2064.15, 2040.73, 2048.11
10/01/09, 2111.77, 2112.90, 2057.48, 2057.48
09/30/09, 2131.30, 2137.87, 2092.30, 2122.42
09/29/09, 2131.67, 2141.40, 2116.63, 2124.04
09/28/09, 2101.92, 2140.04, 2101.43, 2130.74
09/25/09, 2095.84, 2106.99, 2085.35, 2090.92
09/24/09, 2140.06, 2142.49, 2097.10, 2107.61
09/23/09, 2152.43, 2167.70, 2130.34, 2131.42
09/22/09, 2150.02, 2150.68, 2137.39, 2146.30
09/21/09, 2121.34, 2142.41, 2118.48, 2138.04
09/18/09, 2134.85, 2138.82, 2120.70, 2132.86
09/17/09, 2129.42, 2140.60, 2118.50, 2126.75
09/16/09, 2110.06, 2133.15, 2102.86, 2133.15
09/15/09, 2090.33, 2106.93, 2086.16, 2102.64
09/14/09, 2066.15, 2091.78, 2065.80, 2091.78
09/11/09, 2083.34, 2088.93, 2070.02, 2080.90
09/10/09, 2059.48, 2084.02, 2055.49, 2084.02
09/09/09, 2038.92, 2066.34, 2033.47, 2060.39
09/08/09, 2034.74, 2038.63, 2023.03, 2037.77
09/04/09, 1986.98, 2018.92, 1982.05, 2018.78
09/03/09, 1975.85, 1983.37, 1958.04, 1983.20
09/02/09, 1960.07, 1976.35, 1958.51, 1967.07
09/01/09, 2001.30, 2034.78, 1965.48, 1968.89
08/31/09, 2011.14, 2013.65, 1997.53, 2009.06
08/28/09, 2050.53, 2059.48, 2017.42, 2028.77
08/27/09, 2021.31, 2029.27, 1993.03, 2027.73
08/26/09, 2021.30, 2034.31, 2013.52, 2024.43
08/25/09, 2025.59, 2040.59, 2019.17, 2024.23
08/24/09, 2026.11, 2036.03, 2012.00, 2017.98
08/21/09, 2000.15, 2021.86, 1994.33, 2020.90
08/20/09, 1967.57, 1992.22, 1965.69, 1989.22
08/19/09, 1933.39, 1972.32, 1931.91, 1969.24
08/18/09, 1940.55, 1958.71, 1935.33, 1955.92
08/17/09, 1949.23, 1949.23, 1929.64, 1930.84
08/14/09, 2005.79, 2006.73, 1969.68, 1985.52
08/13/09, 2009.27, 2013.43, 1986.87, 2009.35
08/12/09, 1970.95, 2015.26, 1970.25, 1998.72
08/11/09, 1985.06, 1986.85, 1962.08, 1969.73
08/10/09, 1991.44, 1999.55, 1979.39, 1992.24
08/07/09, 1997.00, 2012.33, 1984.50, 2000.25
08/06/09, 1999.21, 2004.37, 1967.68, 1973.16
08/05/09, 2014.45, 2014.45, 1980.68, 1993.05
08/04/09, 1996.38, 2015.59, 1993.74, 2011.31
08/03/09, 1998.35, 2008.61, 1985.88, 2008.61
07/31/09, 1980.72, 1995.05, 1977.65, 1978.50
07/30/09, 1986.21, 2009.81, 1980.08, 1984.30
07/29/09, 1965.32, 1970.65, 1953.36, 1967.76
07/28/09, 1957.26, 1978.43, 1947.89, 1975.51
07/27/09, 1964.62, 1971.38, 1946.95, 1967.89
07/24/09, 1943.23, 1966.26, 1937.64, 1965.96
07/23/09, 1924.96, 1979.34, 1924.77, 1973.60
07/22/09, 1908.83, 1934.61, 1907.25, 1926.38
07/21/09, 1917.39, 1917.46, 1892.17, 1916.20
07/20/09, 1896.99, 1909.89, 1890.00, 1909.29
07/17/09, 1880.31, 1887.34, 1873.81, 1886.61
07/16/09, 1856.05, 1887.89, 1854.70, 1885.03
07/15/09, 1827.61, 1863.29, 1824.31, 1862.90
07/14/09, 1790.70, 1800.73, 1782.85, 1799.73
07/13/09, 1761.03, 1793.21, 1736.95, 1793.21
07/10/09, 1744.61, 1764.11, 1738.26, 1756.03
07/09/09, 1756.97, 1763.63, 1747.44, 1752.55
07/08/09, 1756.00, 1757.67, 1727.05, 1747.17
07/07/09, 1787.44, 1788.97, 1745.38, 1746.17
07/06/09, 1783.50, 1793.42, 1770.11, 1787.40
07/02/09, 1823.69, 1823.91, 1795.95, 1796.52
07/01/09, 1846.12, 1861.62, 1843.79, 1845.72
06/30/09, 1845.47, 1854.69, 1824.95, 1835.04
06/29/09, 1842.09, 1854.09, 1825.03, 1844.06
06/26/09, 1819.16, 1840.98, 1816.84, 1838.22
06/25/09, 1783.19, 1829.67, 1779.18, 1829.54
06/24/09, 1780.88, 1807.08, 1780.25, 1792.34
06/23/09, 1771.42, 1777.58, 1753.78, 1764.92
06/22/09, 1809.53, 1810.58, 1765.85, 1766.19
06/19/09, 1824.99, 1837.58, 1817.07, 1827.47
06/18/09, 1809.04, 1816.60, 1795.74, 1807.72
06/17/09, 1799.22, 1824.20, 1785.34, 1808.06
06/16/09, 1825.20, 1831.18, 1795.55, 1796.18
06/15/09, 1837.94, 1838.33, 1803.07, 1816.38
06/12/09, 1852.43, 1858.80, 1833.39, 1858.80
06/11/09, 1854.75, 1879.92, 1854.75, 1862.37
06/10/09, 1872.01, 1872.70, 1827.61, 1853.08
06/09/09, 1850.48, 1869.52, 1846.26, 1860.13
06/08/09, 1836.87, 1857.80, 1818.59, 1842.40
06/05/09, 1864.02, 1865.95, 1834.63, 1849.42
06/04/09, 1829.84, 1850.04, 1825.62, 1850.02
06/03/09, 1825.60, 1828.09, 1806.51, 1825.92
06/02/09, 1821.22, 1846.65, 1815.83, 1836.80
06/01/09, 1796.09, 1833.18, 1792.80, 1828.68
05/29/09, 1759.23, 1774.33, 1743.00, 1774.33
05/28/09, 1743.54, 1754.88, 1714.97, 1751.79
05/27/09, 1747.62, 1768.19, 1728.99, 1731.08
05/26/09, 1678.63, 1751.41, 1677.72, 1750.43
05/22/09, 1702.10, 1711.93, 1682.31, 1692.01
05/21/09, 1710.59, 1718.37, 1677.83, 1695.25
05/20/09, 1746.58, 1767.43, 1722.58, 1727.84
05/19/09, 1727.32, 1749.97, 1720.06, 1734.54
05/18/09, 1696.76, 1732.36, 1689.63, 1732.36
05/15/09, 1688.56, 1703.42, 1676.68, 1680.14
05/14/09, 1670.34, 1701.12, 1667.96, 1689.21
05/13/09, 1696.36, 1697.76, 1664.19, 1664.19
05/12/09, 1742.28, 1743.42, 1696.24, 1715.92
05/11/09, 1715.52, 1747.90, 1706.18, 1731.24
05/08/09, 1734.41, 1747.09, 1711.31, 1739.00
05/07/09, 1772.45, 1772.90, 1702.60, 1716.24
05/06/09, 1769.56, 1770.06, 1730.97, 1759.10
05/05/09, 1757.40, 1759.10, 1735.38, 1754.12
05/04/09, 1736.70, 1763.56, 1729.73, 1763.56
05/01/09, 1719.07, 1728.03, 1703.55, 1719.20
04/30/09, 1735.01, 1753.48, 1710.15, 1717.30
04/29/09, 1689.32, 1726.68, 1687.31, 1711.94
04/28/09, 1663.68, 1690.04, 1661.53, 1673.81
04/27/09, 1671.21, 1700.49, 1671.25, 1679.41
04/24/09, 1669.05, 1702.50, 1657.54, 1694.29
04/23/09, 1654.81, 1654.71, 1626.02, 1652.21
04/22/09, 1631.05, 1679.79, 1625.73, 1646.12
04/21/09, 1600.28, 1643.85, 1599.03, 1643.85
04/20/09, 1640.23, 1643.22, 1606.89, 1608.21
04/17/09, 1672.08, 1682.20, 1653.86, 1673.07
04/16/09, 1645.96, 1676.17, 1628.13, 1670.44
04/15/09, 1613.08, 1627.63, 1599.37, 1626.80
04/14/09, 1639.61, 1651.20, 1618.12, 1625.72
04/13/09, 1640.29, 1660.78, 1630.69, 1653.31
04/09/09, 1619.09, 1652.54, 1616.59, 1652.54
04/08/09, 1576.06, 1595.90, 1567.28, 1590.66
04/07/09, 1584.19, 1587.99, 1559.50, 1561.61
04/06/09, 1601.25, 1607.47, 1580.66, 1606.71
04/03/09, 1611.79, 1621.87, 1593.12, 1621.87
04/02/09, 1579.98, 1623.31, 1577.04, 1602.63
04/01/09, 1505.89, 1552.91, 1498.63, 1551.60
03/31/09, 1519.96, 1554.34, 1518.09, 1528.59
03/30/09, 1516.04, 1516.86, 1485.09, 1501.80
03/27/09, 1562.51, 1569.14, 1543.51, 1545.20
03/26/09, 1549.06, 1587.00, 1545.21, 1587.00
03/25/09, 1524.74, 1554.02, 1488.31, 1528.95
03/24/09, 1535.13, 1546.14, 1515.78, 1516.52
03/23/09, 1489.55, 1555.77, 1482.18, 1555.77
03/20/09, 1495.33, 1501.57, 1448.90, 1457.27
03/19/09, 1509.44, 1509.06, 1475.52, 1483.48
03/18/09, 1456.11, 1506.61, 1448.68, 1491.22
03/17/09, 1408.20, 1462.11, 1405.43, 1462.11
03/16/09, 1442.94, 1445.27, 1403.05, 1404.02
03/13/09, 1430.94, 1433.97, 1408.29, 1431.50
03/12/09, 1367.33, 1427.45, 1355.21, 1426.10
03/11/09, 1366.07, 1385.20, 1352.60, 1371.64
03/10/09, 1293.67, 1358.28, 1288.95, 1358.28
03/09/09, 1281.98, 1315.58, 1265.62, 1268.64
03/06/09, 1306.25, 1320.50, 1268.60, 1293.85
03/05/09, 1332.30, 1342.68, 1298.74, 1299.59
03/04/09, 1342.15, 1370.09, 1333.88, 1353.74
03/03/09, 1337.16, 1346.81, 1313.09, 1321.01
03/02/09, 1355.35, 1371.91, 1322.29, 1322.85
02/27/09, 1371.53, 1401.63, 1372.44, 1377.84
02/26/09, 1438.37, 1444.52, 1391.47, 1391.47
02/25/09, 1431.11, 1453.59, 1404.60, 1425.43
02/24/09, 1393.57, 1445.07, 1395.23, 1441.83
02/23/09, 1447.80, 1452.58, 1386.86, 1387.72
02/20/09, 1429.68, 1453.04, 1417.04, 1441.23
02/19/09, 1480.84, 1484.83, 1442.78, 1442.82
02/18/09, 1479.69, 1487.83, 1454.55, 1467.97
02/17/09, 1492.32, 1492.57, 1467.85, 1470.66
02/13/09, 1540.06, 1552.57, 1530.16, 1534.36
02/12/09, 1507.92, 1542.10, 1495.87, 1541.71
02/11/09, 1529.63, 1542.64, 1509.48, 1530.50
02/10/09, 1577.87, 1598.35, 1521.16, 1524.73
02/09/09, 1589.99, 1597.86, 1576.17, 1591.56
02/06/09, 1548.73, 1594.16, 1546.13, 1591.71
02/05/09, 1498.80, 1554.33, 1495.59, 1546.24
02/04/09, 1516.53, 1549.44, 1508.88, 1515.05
02/03/09, 1499.07, 1521.09, 1479.78, 1516.30
02/02/09, 1462.67, 1502.59, 1460.85, 1494.43
01/30/09, 1517.56, 1523.27, 1472.56, 1476.42
01/29/09, 1537.19, 1537.47, 1505.92, 1507.84
01/28/09, 1532.52, 1567.56, 1530.37, 1558.34
01/27/09, 1496.90, 1513.10, 1488.82, 1504.90
01/26/09, 1479.23, 1514.24, 1470.82, 1489.46
01/23/09, 1441.50, 1495.22, 1434.21, 1477.29
01/22/09, 1469.04, 1492.43, 1444.20, 1465.49
01/21/09, 1464.33, 1507.41, 1444.90, 1507.07
01/20/09, 1518.07, 1521.56, 1440.86, 1440.86
01/16/09, 1534.91, 1538.44, 1490.72, 1529.33
01/15/09, 1485.66, 1521.53, 1456.73, 1511.84
01/14/09, 1521.33, 1528.50, 1485.32, 1489.64
01/13/09, 1535.15, 1557.56, 1527.49, 1546.46
01/12/09, 1572.41, 1573.45, 1528.17, 1538.79
01/09/09, 1618.50, 1617.05, 1570.46, 1571.59
01/08/09, 1592.44, 1617.01, 1584.30, 1617.01
01/07/09, 1622.38, 1625.22, 1588.25, 1599.06
01/06/09, 1642.74, 1665.56, 1636.26, 1652.38
01/05/09, 1626.19, 1640.43, 1604.83, 1628.03
01/02/09, 1579.19, 1635.83, 1572.04, 1632.21
12/31/08, 1551.13, 1586.76, 1548.93, 1577.03
12/30/08, 1519.78, 1550.70, 1517.31, 1550.70
12/29/08, 1530.02, 1530.79, 1493.45, 1510.32
12/26/08, 1529.96, 1531.70, 1519.10, 1530.24
12/24/08, 1521.99, 1527.21, 1516.27, 1524.90
12/23/08, 1542.12, 1548.42, 1512.84, 1521.54
12/22/08, 1566.18, 1563.19, 1503.70, 1532.35
12/19/08, 1571.20, 1593.21, 1557.63, 1564.32
12/18/08, 1585.87, 1591.31, 1535.38, 1552.37
12/17/08, 1567.29, 1598.20, 1560.16, 1579.31
12/16/08, 1524.12, 1589.89, 1526.06, 1589.89
12/15/08, 1542.81, 1544.16, 1491.40, 1508.34
12/12/08, 1477.30, 1542.79, 1478.57, 1540.72
12/11/08, 1547.39, 1568.26, 1501.81, 1507.88
12/10/08, 1558.76, 1584.14, 1542.14, 1565.48
12/09/08, 1547.99, 1602.92, 1538.25, 1547.34
12/08/08, 1539.37, 1583.81, 1536.71, 1571.74
12/05/08, 1429.46, 1510.39, 1404.80, 1509.31
12/04/08, 1465.67, 1500.95, 1426.41, 1445.56
12/03/08, 1414.28, 1493.06, 1414.04, 1492.38
12/02/08, 1424.28, 1450.83, 1399.88, 1449.80
12/01/08, 1501.15, 1535.57, 1398.07, 1398.07
11/28/08, 1519.04, 1535.57, 1512.41, 1535.57
11/26/08, 1443.50, 1532.10, 1441.21, 1532.10
11/25/08, 1489.78, 1486.22, 1430.40, 1464.73
11/24/08, 1408.75, 1480.41, 1384.35, 1472.02
11/21/08, 1339.57, 1384.35, 1295.48, 1384.35
11/20/08, 1372.92, 1414.43, 1314.90, 1316.12
11/19/08, 1477.67, 1493.05, 1386.42, 1386.42
11/18/08, 1489.27, 1498.42, 1429.92, 1483.27
11/17/08, 1495.52, 1526.96, 1481.70, 1482.05
11/14/08, 1558.09, 1587.76, 1513.09, 1516.85
11/13/08, 1496.64, 1596.70, 1428.54, 1596.70
11/12/08, 1553.16, 1562.78, 1499.21, 1499.21
11/11/08, 1597.73, 1612.42, 1563.95, 1580.90
11/10/08, 1681.65, 1680.67, 1603.33, 1616.74
11/07/08, 1628.71, 1654.25, 1615.51, 1647.40
11/06/08, 1659.87, 1676.92, 1603.87, 1608.70
11/05/08, 1759.68, 1764.43, 1679.19, 1681.64
11/04/08, 1762.27, 1785.84, 1739.81, 1780.12
11/03/08, 1720.76, 1738.53, 1713.39, 1726.33
10/31/08, 1686.65, 1742.54, 1673.32, 1720.95
10/30/08, 1697.97, 1712.56, 1658.45, 1698.52
10/29/08, 1645.64, 1705.51, 1622.01, 1657.21
10/28/08, 1548.55, 1649.47, 1504.13, 1649.47
10/27/08, 1528.99, 1574.54, 1503.81, 1505.90
10/24/08, 1493.00, 1584.27, 1493.79, 1552.03
10/23/08, 1619.76, 1645.50, 1533.55, 1603.91
10/22/08, 1672.74, 1678.71, 1587.22, 1615.75
10/21/08, 1741.79, 1768.54, 1695.12, 1696.68
10/20/08, 1736.59, 1770.05, 1698.01, 1770.03
10/17/08, 1677.18, 1782.58, 1670.28, 1711.29
10/16/08, 1639.66, 1717.72, 1565.72, 1717.71
10/15/08, 1753.16, 1761.23, 1628.33, 1628.33
10/14/08, 1894.46, 1896.95, 1752.89, 1779.01
10/13/08, 1734.97, 1844.25, 1715.74, 1844.25
10/10/08, 1584.97, 1690.77, 1542.45, 1649.51
10/09/08, 1769.96, 1787.41, 1634.88, 1645.12
10/08/08, 1709.70, 1806.89, 1706.86, 1740.33
10/07/08, 1879.36, 1886.35, 1754.88, 1754.88
10/06/08, 1894.39, 1905.01, 1777.02, 1862.96
10/03/08, 2002.70, 2046.81, 1947.19, 1947.39
10/02/08, 2059.16, 2056.43, 1975.00, 1976.72
10/01/08, 2076.94, 2083.20, 2046.06, 2069.40
09/30/08, 2034.39, 2094.31, 2015.93, 2091.88
09/29/08, 2138.81, 2152.69, 1983.73, 1983.73
09/26/08, 2134.80, 2187.53, 2136.85, 2183.34
09/25/08, 2172.47, 2210.74, 2167.06, 2186.57
09/24/08, 2163.24, 2179.93, 2147.36, 2155.68
09/23/08, 2187.61, 2209.62, 2151.77, 2153.33
09/22/08, 2261.51, 2266.45, 2178.98, 2178.98
09/19/08, 2311.97, 2318.43, 2239.73, 2273.90
09/18/08, 2136.14, 2201.71, 2070.22, 2199.10
09/17/08, 2173.82, 2183.25, 2098.85, 2098.85
09/16/08, 2142.79, 2214.29, 2145.17, 2207.90
09/15/08, 2196.22, 2244.88, 2179.91, 2179.91
09/12/08, 2241.40, 2268.83, 2228.00, 2261.27
09/11/08, 2198.27, 2259.25, 2191.53, 2258.22
09/10/08, 2235.82, 2247.63, 2209.59, 2228.70
09/09/08, 2268.26, 2285.54, 2209.81, 2209.81
09/08/08, 2300.27, 2303.89, 2236.97, 2269.76
09/05/08, 2240.97, 2264.35, 2216.99, 2255.88
09/04/08, 2315.79, 2317.32, 2259.04, 2259.04
09/03/08, 2347.84, 2357.43, 2320.91, 2333.73
09/02/08, 2403.24, 2413.11, 2338.37, 2349.24
08/29/08, 2391.15, 2393.49, 2360.91, 2367.52
08/28/08, 2390.65, 2412.84, 2388.55, 2411.64
08/27/08, 2362.87, 2395.02, 2358.93, 2382.46
08/26/08, 2364.18, 2377.04, 2345.79, 2361.97
08/25/08, 2398.75, 2399.73, 2362.20, 2365.59
08/22/08, 2394.00, 2417.63, 2390.34, 2414.71
08/21/08, 2370.87, 2387.72, 2360.39, 2380.38
08/20/08, 2394.38, 2408.68, 2372.34, 2389.08
08/19/08, 2399.87, 2410.96, 2376.67, 2384.36
08/18/08, 2455.07, 2456.96, 2404.41, 2416.98
08/15/08, 2466.97, 2473.20, 2441.05, 2452.52
08/14/08, 2414.08, 2461.15, 2414.41, 2453.67
08/13/08, 2423.71, 2443.44, 2404.03, 2428.62
08/12/08, 2433.32, 2447.16, 2421.09, 2430.61
08/11/08, 2408.72, 2461.65, 2402.53, 2439.95
08/08/08, 2354.83, 2416.40, 2352.04, 2414.10
